m1,m2,LISA,LGWA1,LGWA2,CE1+CE1+ET,CE2+CE2+ET
89.0,1.1,0.0,0.01,0.08,5.033866448709005,8.472934557181262
90.0,1.1,0.0,0.01,0.08,5.026865416679282,8.425295643450495
91.0,1.1,0.0,0.01,0.08,5.019345656013545,8.378114634983026
92.0,1.1,0.0,0.01,0.08,5.011510613983264,8.331286930017749
93.0,1.1,0.0,0.01,0.08,5.003292972564224,8.284691043974476
94.0,1.1,0.0,0.01,0.08,4.994672873805627,8.238768614124162
95.0,1.1,0.0,0.01,0.08,4.985753378021644,8.192979640385987
96.0,1.1,0.0,0.01,0.08,4.976562089581258,8.147687985646636
97.0,1.1,0.0,0.01,0.08,4.966996943357721,8.102667050776757
98.0,1.1,0.0,0.01,0.08,4.957478510105132,8.057939056245196
99.0,1.1,0.0,0.01,0.08,4.9479921849042,8.013953397084112
100.0,1.1,0.0,0.01,0.08,4.9383846467782835,7.970068297687332
101.0,1.1,0.0,0.01,0.08,4.928851426841294,7.926566045745365
102.0,1.1,0.0,0.01,0.08,4.918962550216598,7.883659712474104
103.0,1.1,0.0,0.01,0.08,4.908892794189827,7.841003893443658
104.0,1.1,0.0,0.01,0.08,4.898494191527785,7.7987983063973125
105.0,1.1,0.0,0.01,0.08,4.887733065999335,7.756992530069454
106.0,1.1,0.0,0.01,0.08,4.876812791428862,7.715532421807841
107.0,1.1,0.0,0.01,0.08,4.86550300770342,7.67454183645767
108.0,1.1,0.0,0.01,0.08,4.854180663581571,7.633903707440341
109.0,1.1,0.0,0.01,0.08,4.842509230529075,7.593629866419688
110.0,1.1,0.0,0.01,0.08,4.8308615769543755,7.553784646087465
111.0,1.1,0.0,0.01,0.08,4.818905692396255,7.514344980393893
112.0,1.1,0.0,0.01,0.08,4.807005777134423,7.475234579525926
113.0,1.1,0.0,0.01,0.09,4.794827453225497,7.436447709258615
114.0,1.1,0.0,0.01,0.09,4.782731070772719,7.398240264483153
115.0,1.1,0.0,0.01,0.09,4.770380120915749,7.36026209798959
116.0,1.1,0.0,0.01,0.09,4.758140557971875,7.322546726057735
117.0,1.1,0.0,0.01,0.09,4.7456746574762745,7.285519050838102
118.0,1.1,0.0,0.01,0.09,4.733262307434299,7.2485904172715525
119.0,1.1,0.0,0.01,0.09,4.720707465835837,7.21200167207006
120.0,1.1,0.0,0.01,0.09,4.708150203636882,7.175950569636933
1.2000000000000002,1.2000000000000002,0.0,0.0,0.01,0.76,1.35
