5,1.45120960271852E-23,7.30285711005449E-24,7.35161896589171E-24,1.45097010755049E-23
5.03469315738014,1.40399309274774E-23,7.06497515632718E-24,7.11374125372695E-24,1.40380563624777E-23
5.06962703779408,1.3591258244514E-23,6.83889294338605E-24,6.88763121194188E-24,1.35899271809845E-23
5.10480331153024,1.31643911049918E-23,6.62376755733717E-24,6.6724474233061E-24,1.31636265937508E-23
5.14022366046655,1.27577834943961E-23,6.4188262637448E-24,6.4674186597147E-24,1.27576085428047E-23
5.17588977815088,1.23700186372319E-23,6.22336071561109E-24,6.27183807643524E-24,1.23704562323703E-23
5.21180336988201,1.19997982553665E-23,6.03672160142428E-24,6.08505784807486E-24,1.20008713892709E-23
5.24796615279114,1.16459325887422E-23,5.85831367511178E-24,5.90648418832193E-24,1.16476642851393E-23
5.28437985592402,1.13073312101655E-23,5.68759118307858E-24,5.73557276827327E-24,1.13097445521943E-23
5.32104622032362,1.09829945256615E-23,5.52405363390202E-24,5.57182447906098E-24,1.09861126841206E-23
5.35796699911336,1.06720059290777E-23,5.3672418946846E-24,5.41478152262885E-24,1.06758521908003E-23
5.39514395758092,1.0373524614785E-23,5.21673461561364E-24,5.26402383188068E-24,1.03781224107838E-23
5.43257887326269,1.00867789571615E-23,5.07214493704099E-24,5.11916577458569E-24,1.00921518902434E-23
5.47027353602871,9.81106042218414E-24,4.93311746159623E-24,4.97985312341088E-24,9.81723229379141E-24
5.50822974816828,9.54571800809651E-24,4.79932548963389E-24,4.84576029009025E-24,9.55271284415877E-24
5.54644932447611,9.2901531384833E-24,4.6704684797466E-24,4.71658778551771E-24,9.29799521412294E-24
5.58493409233912,9.04381503378549E-24,4.54626974717785E-24,4.59205991819159E-24,9.05252889671257E-24
5.62368589182376,8.80619640182223E-24,4.42647432077273E-24,4.47192265215062E-24,8.81580689438568E-24
5.66270657576406,8.57682959232991E-24,4.31084703052129E-24,4.35594169550604E-24,8.58736187208243E-24
5.70199800985017,8.35528305389797E-24,4.19917074529187E-24,4.24390073971132E-24,8.36676261264651E-24
5.74156207271756,8.1411580945437E-24,4.09124476135163E-24,4.13559984995979E-24,8.15361077587807E-24
5.78140065603688,7.9340859490974E-24,3.98688334324489E-24,4.03085400806392E-24,7.94753796436112E-24
5.82151566460438,7.73372512090803E-24,3.8859144008839E-24,3.92949179164324E-24,7.74820306359323E-24
5.861909016433,7.53975894097076E-24,3.78817827455517E-24,3.83135416146319E-24,7.55528979958361E-24
5.90258264284403,7.34985877368261E-24,3.69251417943267E-24,3.73529250027821E-24,7.36647453101697E-24
5.94353848855952,7.16394865456607E-24,3.59888218756697E-24,3.64126682343307E-24,7.18168251836926E-24
5.98477851179522,6.983900800016E-24,3.50821206557462E-24,3.55019537681919E-24,7.00278199684148E-24
6.02630468435421,6.80946315033675E-24,3.42037663467493E-24,3.46195143408545E-24,6.82952133242043E-24
6.06811899172121,6.64039979083679E-24,3.33525681811096E-24,3.37641633873003E-24,6.66166503991E-24
6.11022343315744,6.47648962280508E-24,3.25274097829254E-24,3.29347884289071E-24,6.49899245250962E-24
6.15262002179631,6.317525108609E-24,3.1727242907433E-24,3.21303448318434E-24,6.34129646568128E-24
6.19531078473958,6.16331118469387E-24,3.09510820154599E-24,3.13498503964757E-24,6.18838244876123E-24
6.23829776315435,6.0136642287011E-24,3.0197999116662E-24,3.05923802178186E-24,6.04006721086674E-24
6.2815830123706,5.8684111487583E-24,2.94671192204413E-24,2.98570621511387E-24,5.89617808889251E-24
6.32516860197952,5.72738854112155E-24,2.87576161267608E-24,2.91430726177024E-24,5.75655210393619E-24
6.36905661593239,5.59044193304275E-24,2.80687086409856E-24,2.84496328332346E-24,5.6210352029296E-24
6.4132491526403,5.45742507267747E-24,2.73996570227231E-24,2.77760052711088E-24,5.48948154744839E-24
6.45774832507442,5.32819932467844E-24,2.67497599607934E-24,2.71214906480663E-24,5.36175290800003E-24
6.50255626086705,5.20263307727521E-24,2.61183516053439E-24,2.64854249693861E-24,5.23771807005581E-24
6.54767510241334,5.08060122508518E-24,2.55047989771116E-24,2.58671769488894E-24,5.11725231571339E-24
6.59310700697374,4.96198470594875E-24,2.49084996457797E-24,2.52661456968385E-24,5.00023695933244E-24
6.63885414677715,4.84667003914762E-24,2.43288794153521E-24,2.46817584170587E-24,4.8865588848701E-24
6.68491870912473,4.73287126787655E-24,2.37570346749636E-24,2.41052334225853E-24,4.77444709128785E-24
6.73130289649455,4.62218762619236E-24,2.32009219009202E-24,2.35444081850297E-24,4.66548822531549E-24
6.77800892664684,4.51456248149315E-24,2.26602513419942E-24,2.29989907176959E-24,4.55962565817542E-24
6.82503903273007,4.40989962424722E-24,2.21345365133752E-24,2.24684953150884E-24,4.45676352456478E-24
6.87239546338769,4.3081067960077E-24,2.16233109702864E-24,2.19524562145771E-24,4.35680989199971E-24
6.92008048286566,4.20909543914033E-24,2.11261270482287E-24,2.1450426343148E-24,4.25967650944466E-24
6.96809637112071,4.11278048921755E-24,2.06425548160153E-24,2.09619762749207E-24,4.16527859836198E-24
7.01644542392936,4.01908015517445E-24,2.01721809681454E-24,2.04866931299459E-24,4.07353463187088E-24
7.06512995299767,3.92791572309179E-24,1.97146078351276E-24,2.00241795901792E-24,3.9843661375118E-24
7.11415228607176,3.83921139651237E-24,1.92694525760671E-24,1.95740530957966E-24,3.89769753627782E-24
7.16351476704916,3.75289412973026E-24,1.88363463365133E-24,1.91359450081045E-24,3.81345597489997E-24
7.21321975609079,3.66889347130643E-24,1.84149334575139E-24,1.87094998236163E-24,3.73157116845193E-24
