0.001,9.227713E-29
0.0010004004,9.1795931E-29
0.001000801,9.1314946E-29
0.0010012017,9.0834174E-29
0.0010016026,9.035361E-29
0.0010020037,8.987325E-29
0.0010024049,8.9393088E-29
0.0010028063,8.8913122E-29
0.0010032078,8.8433346E-29
0.0010036095,8.795376E-29
0.0010040114,8.7474355E-29
0.0010044134,8.6995128E-29
0.0010048156,8.6516079E-29
0.001005218,8.6037199E-29
0.0010056205,8.5558486E-29
0.0010060231,8.5079936E-29
0.001006426,8.4601545E-29
0.001006829,8.4123308E-29
0.0010072321,8.364522E-29
0.0010076354,8.3167281E-29
0.0010080389,8.2689483E-29
0.0010084425,8.2211825E-29
0.0010088463,8.1734302E-29
0.0010092503,8.1256907E-29
0.0010096544,8.0779641E-29
0.0010100587,8.0302496E-29
0.0010104632,7.9825471E-29
0.0010108678,7.9348559E-29
0.0010112725,7.887176E-29
0.0010116775,7.8395066E-29
0.0010120826,7.7918475E-29
0.0010124878,7.7441984E-29
0.0010128932,7.6965587E-29
0.0010132988,7.6489284E-29
0.0010137046,7.6013067E-29
0.0010141105,7.5536933E-29
0.0010145165,7.5060881E-29
0.0010149228,7.4584904E-29
0.0010153292,7.4109001E-29
0.0010157357,7.3633166E-29
0.0010161424,7.3157398E-29
0.0010165493,7.268169E-29
0.0010169564,7.2206041E-29
0.0010173636,7.1730447E-29
0.0010177709,7.1254902E-29
0.0010181785,7.0779407E-29
0.0010185862,7.0303957E-29
0.001018994,6.9828547E-29
0.0010194021,6.9353174E-29
0.0010198103,6.8877836E-29
0.0010202186,6.8402528E-29
0.0010206271,6.7927249E-29
0.0010210358,6.7451996E-29
0.0010214446,6.6976763E-29
0.0010218536,6.6501549E-29
0.0010222628,6.602635E-29
0.0010226721,6.5551165E-29
0.0010230816,6.5075989E-29
0.0010234913,6.4600821E-29
0.0010239011,6.4125657E-29
0.0010243111,6.3650496E-29
0.0010247213,6.3175333E-29
0.0010251316,6.2700167E-29
0.0010255421,6.2224996E-29
0.0010259527,6.1749817E-29
0.0010263635,6.1274628E-29
