0.001,1.61480085459477e-15,2.0169135826802298e-16,9.606098583712327e-15
0.0010004004,1.6105588471086675e-15,2.0114151237375142e-16,9.581019309029702e-15
0.001000801,1.606307753825524e-15,2.0059064534519052e-16,9.555885411619375e-15
0.0010012017,1.6020475024168291e-15,2.0003874874633665e-16,9.530696406873948e-15
0.0010016026,1.5977779570390876e-15,1.994858065126439e-16,9.505451593690855e-15
0.0010020037,1.5934990116093576e-15,1.989318048980605e-16,9.480150315263994e-15
0.0010024049,1.5892105587366327e-15,1.9837673250661226e-16,9.454791800986419e-15
0.0010028063,1.584912489697775e-15,1.9782057526961143e-16,9.429375483031737e-15
0.0010032078,1.580604662779406e-15,1.972633164072834e-16,9.403900573698129e-15
0.0010036095,1.5762869979797461e-15,1.9670494147326346e-16,9.378366595521844e-15
0.0010040114,1.5719593506194745e-15,1.9614544093605643e-16,9.352772583571142e-15
0.0010044134,1.5676215742327611e-15,1.9558479491003383e-16,9.327117882818893e-15
0.0010048156,1.5632736164856107e-15,1.95022990952349e-16,9.3014019910979e-15
0.001005218,1.558915328040622e-15,1.9446001388460302e-16,9.275623914325116e-15
0.0010056205,1.5545465576816926e-15,1.9389584833100475e-16,9.24978302448225e-15
0.0010060231,1.5501672167866278e-15,1.9333047871455758e-16,9.223878576824394e-15
0.001006426,1.5457771508209066e-15,1.9276388925314825e-16,9.197909816909491e-15
0.001006829,1.54137623570626e-15,1.9219606395553474e-16,9.171875925894331e-15
0.0010072321,1.5369643457152803e-15,1.916269892264657e-16,9.145776074232301e-15
0.0010076354,1.5325413534387906e-15,1.9105664866735206e-16,9.11960969559553e-15
0.0010080389,1.5281071297523614e-15,1.9048502303330833e-16,9.093375775805155e-15
0.0010084425,1.5236615437819517e-15,1.8991209545471294e-16,9.067073673462679e-15
0.0010088463,1.5192044299566796e-15,1.8933785411269453e-16,9.040702516950772e-15
0.0010092503,1.5147356535052577e-15,1.8876227642195885e-16,9.014261311943426e-15
0.0010096544,1.5102550777931523e-15,1.8818535012056598e-16,8.987749495841548e-15
0.0010100587,1.5057625974900558e-15,1.8760705477140245e-16,8.961165995561069e-15
0.0010104632,1.5012580058071298e-15,1.8702737232822365e-16,8.934510115277726e-15
0.0010108678,1.496741226799075e-15,1.8644628717139958e-16,8.90778081230112e-15
0.0010112725,1.492212049274499e-15,1.8586377807415837e-16,8.880977423684851e-15
0.0010116775,1.4876703263828315e-15,1.852798316061411e-16,8.854098824838133e-15
0.0010120826,1.483115976584434e-15,1.8469442330509063e-16,8.827144215430039e-15
0.0010124878,1.4785487479281838e-15,1.8410753922639887e-16,8.800112726550723e-15
0.0010128932,1.473968554617092e-15,1.8351915976267983e-16,8.773003305596095e-15
0.0010132988,1.469375241386624e-15,1.8292926228463284e-16,8.745815227867554e-15
0.0010137046,1.4647685824047429e-15,1.8233782931690285e-16,8.718547298718979e-15
0.0010141105,1.4601484856000091e-15,1.817448403669276e-16,8.691198593980004e-15
